gene_id	gene_name	tissue	median_expression	tissue_type	gene_chr	gene_annotation	gene_start	gene_end	gene_strand	gene_type	gene_status
ENSG00000255945.1	RP11-351O2.1	Brain	0	Brain	12	HAVANA	128082713	128084260	+	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Lymphocytes	0	Blood	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Adipose	0	Adipose.Tissue	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Liver	0	Liver	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Muscle	0	Muscle	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Testis	10.01	Testis	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Lung	0	Lung	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Brain	0.0613	Brain	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256022.1	RP11-526P6.1	Stomach	0.05466	Stomach	12	HAVANA	128115793	128121012	-	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Liver	0	Liver	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Lung	0	Lung	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Lymphocytes	0	Blood	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Testis	2.855	Testis	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Brain	0	Brain	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Muscle	0	Muscle	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Adipose	0	Adipose.Tissue	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000256659.1	RP13-653N12.2	Stomach	0	Stomach	12	HAVANA	128602762	128606497	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Liver	0	Liver	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Brain	0	Brain	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Testis	0	Testis	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Lung	0	Lung	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Muscle	0	Muscle	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Stomach	0	Stomach	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Lymphocytes	0	Blood	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000257025.1	RP11-553N19.1	Adipose	0	Adipose.Tissue	12	HAVANA	128884523	128889359	+	lincRNA	NOVEL
ENSG00000249196.2	RP11-669N7.2	Brain	0	Brain	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000249196.2	RP11-669N7.2	Adipose	0	Adipose.Tissue	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000249196.2	RP11-669N7.2	Liver	0	Liver	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000249196.2	RP11-669N7.2	Muscle	0	Muscle	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000249196.2	RP11-669N7.2	Stomach	0	Stomach	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000249196.2	RP11-669N7.2	Lymphocytes	0	Blood	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000249196.2	RP11-669N7.2	Lung	0	Lung	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000249196.2	RP11-669N7.2	Testis	7.254	Testis	12	HAVANA	129594238	129597839	+	antisense	NOVEL
ENSG00000111432.4	FZD10	Liver	0.01709	Liver	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000111432.4	FZD10	Testis	0.4153	Testis	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000111432.4	FZD10	Stomach	0.3781	Stomach	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000111432.4	FZD10	Lymphocytes	0.0088535	Blood	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000111432.4	FZD10	Muscle	0.3921	Muscle	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000111432.4	FZD10	Adipose	0.9944	Adipose.Tissue	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000111432.4	FZD10	Lung	1.458	Lung	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000111432.4	FZD10	Brain	0.526	Brain	12	HAVANA	130647004	130650285	+	protein_coding	KNOWN
ENSG00000256250.1	RP11-989F5.1	Testis	0.3575	Testis	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000256250.1	RP11-989F5.1	Lymphocytes	0.451	Blood	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000256250.1	RP11-989F5.1	Liver	0.09213	Liver	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000256250.1	RP11-989F5.1	Stomach	0.2709	Stomach	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000256250.1	RP11-989F5.1	Muscle	0.080095	Muscle	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000256250.1	RP11-989F5.1	Lung	1.014	Lung	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000256250.1	RP11-989F5.1	Brain	0.1841	Brain	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000256250.1	RP11-989F5.1	Adipose	1.033	Adipose.Tissue	12	HAVANA	131295151	131296854	+	lincRNA	NOVEL
ENSG00000238822.1	snoU13	Stomach	0	Stomach	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000238822.1	snoU13	Testis	0	Testis	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000238822.1	snoU13	Liver	0	Liver	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000238822.1	snoU13	Adipose	0	Adipose.Tissue	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000238822.1	snoU13	Lung	0	Lung	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000238822.1	snoU13	Lymphocytes	0	Blood	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000238822.1	snoU13	Muscle	0	Muscle	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000238822.1	snoU13	Brain	0	Brain	12	ENSEMBL	131299898	131299995	+	snoRNA	NOVEL
ENSG00000132341.7	RAN	Liver	36.6	Liver	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000132341.7	RAN	Brain	82.875	Brain	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000132341.7	RAN	Stomach	71.89	Stomach	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000132341.7	RAN	Lung	117.7	Lung	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000132341.7	RAN	Testis	183.7	Testis	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000132341.7	RAN	Adipose	90.1	Adipose.Tissue	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000132341.7	RAN	Muscle	73.47	Muscle	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000132341.7	RAN	Lymphocytes	546.8	Blood	12	HAVANA	131356424	131362223	+	protein_coding	KNOWN
ENSG00000256209.1	RP11-897M7.1	Stomach	0	Stomach	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000256209.1	RP11-897M7.1	Lung	0	Lung	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000256209.1	RP11-897M7.1	Adipose	0.1162	Adipose.Tissue	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000256209.1	RP11-897M7.1	Liver	0	Liver	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000256209.1	RP11-897M7.1	Brain	0.090685	Brain	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000256209.1	RP11-897M7.1	Muscle	0.06668	Muscle	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000256209.1	RP11-897M7.1	Lymphocytes	0.080325	Blood	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000256209.1	RP11-897M7.1	Testis	3.856	Testis	12	HAVANA	131953856	131977496	-	lincRNA	NOVEL
ENSG00000200483.1	RNU6-1017P	Stomach	0	Stomach	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000200483.1	RNU6-1017P	Adipose	0	Adipose.Tissue	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000200483.1	RNU6-1017P	Muscle	0	Muscle	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000200483.1	RNU6-1017P	Testis	0	Testis	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000200483.1	RNU6-1017P	Lymphocytes	0	Blood	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000200483.1	RNU6-1017P	Liver	0	Liver	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000200483.1	RNU6-1017P	Lung	0	Lung	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000200483.1	RNU6-1017P	Brain	0	Brain	12	ENSEMBL	132299808	132299913	-	snRNA	KNOWN
ENSG00000183495.9	EP400	Stomach	9.8595	Stomach	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000183495.9	EP400	Testis	28.92	Testis	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000183495.9	EP400	Lymphocytes	23.765	Blood	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000183495.9	EP400	Liver	5.072	Liver	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000183495.9	EP400	Brain	11.36	Brain	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000183495.9	EP400	Adipose	17.07	Adipose.Tissue	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000183495.9	EP400	Muscle	9.034	Muscle	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000183495.9	EP400	Lung	18.04	Lung	12	ENSEMBL	132434508	132564822	+	protein_coding	KNOWN
ENSG00000256875.2	RP11-503G7.2	Testis	0.2791	Testis	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000256875.2	RP11-503G7.2	Liver	0	Liver	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000256875.2	RP11-503G7.2	Brain	0	Brain	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000256875.2	RP11-503G7.2	Muscle	0	Muscle	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000256875.2	RP11-503G7.2	Stomach	0	Stomach	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000256875.2	RP11-503G7.2	Lung	0	Lung	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000256875.2	RP11-503G7.2	Adipose	0	Adipose.Tissue	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000256875.2	RP11-503G7.2	Lymphocytes	0	Blood	12	HAVANA	133038828	133039442	+	lincRNA	NOVEL
ENSG00000090615.8	GOLGA3	Brain	14.42	Brain	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000090615.8	GOLGA3	Adipose	20.575	Adipose.Tissue	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000090615.8	GOLGA3	Stomach	18.05	Stomach	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000090615.8	GOLGA3	Testis	25.24	Testis	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000090615.8	GOLGA3	Liver	8.854	Liver	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000090615.8	GOLGA3	Lung	26.37	Lung	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000090615.8	GOLGA3	Muscle	9.059	Muscle	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000090615.8	GOLGA3	Lymphocytes	27.3	Blood	12	HAVANA	133345495	133405444	-	protein_coding	KNOWN
ENSG00000271963.1	CTD-2140B24.6	Adipose	0	Adipose.Tissue	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000271963.1	CTD-2140B24.6	Testis	0.3903	Testis	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000271963.1	CTD-2140B24.6	Liver	0	Liver	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000271963.1	CTD-2140B24.6	Lung	0	Lung	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000271963.1	CTD-2140B24.6	Stomach	0	Stomach	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000271963.1	CTD-2140B24.6	Muscle	0	Muscle	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000271963.1	CTD-2140B24.6	Lymphocytes	0.082305	Blood	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000271963.1	CTD-2140B24.6	Brain	0	Brain	12	HAVANA	133692278	133698926	+	antisense	NOVEL
ENSG00000214029.3	ZNF891	Muscle	0.7931	Muscle	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000214029.3	ZNF891	Liver	0.4396	Liver	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000214029.3	ZNF891	Adipose	1.596	Adipose.Tissue	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000214029.3	ZNF891	Stomach	1.048	Stomach	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000214029.3	ZNF891	Lymphocytes	2.6	Blood	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000214029.3	ZNF891	Lung	1.308	Lung	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000214029.3	ZNF891	Testis	6.402	Testis	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000214029.3	ZNF891	Brain	0.67935	Brain	12	HAVANA	133694740	133707059	-	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Adipose	5.9345	Adipose.Tissue	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Stomach	7.396	Stomach	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Muscle	1.9485	Muscle	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Testis	16.84	Testis	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Lung	6.391	Lung	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Lymphocytes	3.9245	Blood	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Brain	3.8705	Brain	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000256223.1	ZNF10	Liver	3.776	Liver	12	HAVANA	133707161	133736051	+	protein_coding	KNOWN
ENSG00000255919.1	AC226150.3	Liver	0	Liver	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000255919.1	AC226150.3	Adipose	0	Adipose.Tissue	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000255919.1	AC226150.3	Stomach	0	Stomach	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000255919.1	AC226150.3	Testis	0.08369	Testis	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000255919.1	AC226150.3	Muscle	0	Muscle	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000255919.1	AC226150.3	Lymphocytes	0	Blood	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000255919.1	AC226150.3	Lung	0	Lung	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000255919.1	AC226150.3	Brain	0	Brain	12	HAVANA	133793796	133794261	-	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Stomach	0.137	Stomach	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Brain	0.1122	Brain	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Testis	0.3838	Testis	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Lymphocytes	0.35685	Blood	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Liver	0.1202	Liver	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Lung	0.1773	Lung	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Muscle	0.19765	Muscle	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000228797.2	FAM207BP	Adipose	0.1568	Adipose.Tissue	13	HAVANA	19271143	19271647	+	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Muscle	0	Muscle	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Liver	0	Liver	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Stomach	0	Stomach	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Brain	0	Brain	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Adipose	0	Adipose.Tissue	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Lung	0	Lung	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Lymphocytes	0	Blood	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227568.1	SNX18P26	Testis	5.185	Testis	13	HAVANA	19381419	19382158	-	pseudogene	KNOWN
ENSG00000227332.1	RP11-38M15.11	Stomach	0	Stomach	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000227332.1	RP11-38M15.11	Brain	0	Brain	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000227332.1	RP11-38M15.11	Muscle	0	Muscle	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000227332.1	RP11-38M15.11	Testis	0	Testis	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000227332.1	RP11-38M15.11	Lung	0	Lung	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000227332.1	RP11-38M15.11	Adipose	0	Adipose.Tissue	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000227332.1	RP11-38M15.11	Lymphocytes	0	Blood	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000227332.1	RP11-38M15.11	Liver	0	Liver	13	HAVANA	19433967	19434882	+	lincRNA	NOVEL
ENSG00000206787.1	RNU6-76P	Brain	0	Brain	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000206787.1	RNU6-76P	Stomach	0	Stomach	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000206787.1	RNU6-76P	Liver	0	Liver	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000206787.1	RNU6-76P	Testis	0	Testis	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000206787.1	RNU6-76P	Lung	0	Lung	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000206787.1	RNU6-76P	Muscle	0	Muscle	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000206787.1	RNU6-76P	Lymphocytes	0	Blood	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000206787.1	RNU6-76P	Adipose	0	Adipose.Tissue	13	ENSEMBL	19454194	19454297	+	snRNA	KNOWN
ENSG00000226352.2	RP11-523H24.3	Stomach	2.1225	Stomach	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000226352.2	RP11-523H24.3	Lung	4.065	Lung	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000226352.2	RP11-523H24.3	Lymphocytes	1.518	Blood	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000226352.2	RP11-523H24.3	Muscle	0.7433	Muscle	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000226352.2	RP11-523H24.3	Adipose	3.072	Adipose.Tissue	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000226352.2	RP11-523H24.3	Testis	3.542	Testis	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000226352.2	RP11-523H24.3	Liver	2.222	Liver	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000226352.2	RP11-523H24.3	Brain	1.848	Brain	13	HAVANA	20248764	20250024	+	antisense	NOVEL
ENSG00000269591.1	AL354808.2	Liver	0.182	Liver	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000269591.1	AL354808.2	Muscle	0.08525	Muscle	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000269591.1	AL354808.2	Brain	0.169	Brain	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000269591.1	AL354808.2	Lymphocytes	0.3253	Blood	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000269591.1	AL354808.2	Adipose	0.4603	Adipose.Tissue	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000269591.1	AL354808.2	Testis	0.4417	Testis	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000269591.1	AL354808.2	Stomach	0.2228	Stomach	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000269591.1	AL354808.2	Lung	0.557	Lung	13	ENSEMBL	20268547	20269240	+	protein_coding	NOVEL
ENSG00000266230.1	AL591925.1	Liver	0	Liver	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000266230.1	AL591925.1	Adipose	0	Adipose.Tissue	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000266230.1	AL591925.1	Testis	0	Testis	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000266230.1	AL591925.1	Muscle	0	Muscle	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000266230.1	AL591925.1	Stomach	0	Stomach	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000266230.1	AL591925.1	Brain	0	Brain	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000266230.1	AL591925.1	Lymphocytes	0	Blood	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000266230.1	AL591925.1	Lung	0	Lung	13	ENSEMBL	20504944	20505031	-	miRNA	NOVEL
ENSG00000121743.3	GJA3	Liver	0.01197	Liver	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000121743.3	GJA3	Adipose	0.01314	Adipose.Tissue	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000121743.3	GJA3	Stomach	0.017045	Stomach	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000121743.3	GJA3	Testis	2.083	Testis	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000121743.3	GJA3	Muscle	0.0048305	Muscle	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000121743.3	GJA3	Lymphocytes	0.98355	Blood	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000121743.3	GJA3	Brain	0.011295	Brain	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000121743.3	GJA3	Lung	0.03688	Lung	13	HAVANA	20712394	20735188	-	protein_coding	KNOWN
ENSG00000260131.1	LINC00556	Liver	0	Liver	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000260131.1	LINC00556	Muscle	0	Muscle	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000260131.1	LINC00556	Adipose	0	Adipose.Tissue	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000260131.1	LINC00556	Stomach	0	Stomach	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000260131.1	LINC00556	Testis	0.07655	Testis	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000260131.1	LINC00556	Brain	0	Brain	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000260131.1	LINC00556	Lung	0	Lung	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000260131.1	LINC00556	Lymphocytes	0	Blood	13	HAVANA	20755670	20756081	+	antisense	NOVEL
ENSG00000172458.4	IL17D	Liver	0.2719	Liver	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000172458.4	IL17D	Muscle	18.175	Muscle	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000172458.4	IL17D	Lymphocytes	0.81105	Blood	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000172458.4	IL17D	Brain	65.375	Brain	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000172458.4	IL17D	Adipose	6.778	Adipose.Tissue	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000172458.4	IL17D	Testis	4.813	Testis	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000172458.4	IL17D	Lung	5.905	Lung	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000172458.4	IL17D	Stomach	2.0165	Stomach	13	HAVANA	21276266	21297237	+	protein_coding	KNOWN
ENSG00000265710.1	AL161772.1	Testis	0	Testis	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
ENSG00000265710.1	AL161772.1	Muscle	0	Muscle	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
ENSG00000265710.1	AL161772.1	Lymphocytes	0	Blood	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
ENSG00000265710.1	AL161772.1	Brain	0	Brain	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
ENSG00000265710.1	AL161772.1	Stomach	0	Stomach	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
ENSG00000265710.1	AL161772.1	Liver	0	Liver	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
ENSG00000265710.1	AL161772.1	Lung	0	Lung	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
ENSG00000265710.1	AL161772.1	Adipose	0	Adipose.Tissue	13	ENSEMBL	21277842	21277922	+	miRNA	NOVEL
